"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Brito, Jhony","666745","2023","372","268",0.244,0.25,-0.006000000000000005,0.435,0.438,-0.0030000000000000027,0.318,0.327,-0.009000000000000008,"4.28","4.55","-0.266"
"Woo, Bryan","693433","2023","371","240",0.227,0.219,0.008000000000000007,0.393,0.348,0.04500000000000004,0.305,0.288,0.017000000000000015,"4.21","3.45","0.759"
"Junis, Jakob","596001","2023","367","243",0.269,0.241,0.028000000000000025,0.451,0.396,0.05499999999999999,0.328,0.298,0.030000000000000027,"3.87","3.71","0.162"
"Winckowski, Josh","670174","2023","367","251",0.267,0.245,0.02200000000000002,0.393,0.37,0.02300000000000002,0.319,0.302,0.017000000000000015,"2.88","3.82","-0.939"
"Chirinos, Yonny","630023","2023","367","281",0.275,0.302,-0.02699999999999997,0.483,0.51,-0.027000000000000024,0.35,0.375,-0.025000000000000022,"5.40","6.24","-0.84"
"Barria, Jaime","642545","2023","362","268",0.277,0.281,-0.0040000000000000036,0.512,0.495,0.017000000000000015,0.357,0.353,0.0040000000000000036,"5.68","5.41","0.274"
"Fujinami, Shintaro","660261","2023","357","222",0.242,0.24,0.0020000000000000018,0.404,0.41,-0.00599999999999995,0.332,0.335,-0.0030000000000000027,"7.18","4.80","2.377"
"Hudson, Dakota","641712","2023","354","269",0.283,0.292,-0.009000000000000008,0.441,0.482,-0.04099999999999998,0.35,0.369,-0.019000000000000017,"4.98","6.00","-1.02"
"Beck, Tristan","663941","2023","354","263",0.252,0.245,0.007000000000000006,0.388,0.396,-0.008000000000000007,0.298,0.298,0,"3.92","3.71","0.208"
"Bielak, Brandon","656232","2023","353","250",0.277,0.27,0.007000000000000006,0.46,0.457,0.0030000000000000027,0.357,0.354,0.0030000000000000027,"3.83","5.44","-1.615"
"Blach, Ty","621389","2023","352","272",0.33,0.332,-0.0020000000000000018,0.537,0.543,-0.006000000000000005,0.389,0.399,-0.010000000000000009,"5.54","7.26","-1.722"
"Strahm, Matt","621381","2023","351","219",0.212,0.212,0,0.375,0.361,0.014000000000000012,0.274,0.276,-0.0020000000000000018,"3.29","3.16","0.125"
"Falter, Bailey","663559","2023","347","267",0.288,0.28,0.007999999999999952,0.503,0.467,0.035999999999999976,0.354,0.339,0.014999999999999958,"5.36","4.93","0.425"
"Williams, Gavin","668909","2023","345","223",0.219,0.244,-0.024999999999999994,0.368,0.381,-0.013000000000000012,0.299,0.316,-0.017000000000000015,"3.29","4.21","-0.917"
"Marsh, Alec","679525","2023","342","208",0.266,0.257,0.009000000000000008,0.524,0.486,0.038000000000000034,0.381,0.367,0.014000000000000012,"5.69","5.92","-0.229"
"Stratton, Chris","608717","2023","338","230",0.227,0.225,0.0020000000000000018,0.368,0.383,-0.015000000000000013,0.283,0.293,-0.010000000000000009,"3.92","3.58","0.339"
"Irvin, Cole","608344","2023","336","240",0.256,0.282,-0.025999999999999968,0.42,0.492,-0.07200000000000001,0.318,0.358,-0.03999999999999998,"4.42","5.59","-1.168"
"Lawrence, Justin","664875","2023","326","205",0.235,0.222,0.012999999999999984,0.354,0.334,0.019999999999999962,0.303,0.299,0.0040000000000000036,"3.72","3.74","-0.02"
"Tonkin, Michael","543859","2023","325","225",0.217,0.24,-0.022999999999999993,0.38,0.403,-0.02300000000000002,0.283,0.305,-0.02200000000000002,"4.28","3.90","0.375"
"Holton, Tyler","663947","2023","324","231",0.185,0.239,-0.05399999999999999,0.304,0.389,-0.08500000000000002,0.234,0.29,-0.055999999999999966,"2.11","3.50","-1.391"
"Quintana, José","500779","2023","319","234",0.26,0.275,-0.015000000000000013,0.363,0.424,-0.061,0.297,0.328,-0.031000000000000028,"3.57","4.58","-1.012"
"Gibaut, Ian","664139","2023","318","216",0.245,0.237,0.008000000000000007,0.365,0.37,-0.0050000000000000044,0.298,0.299,-0.0010000000000000009,"3.33","3.74","-0.41"
"Manning, Matt","666159","2023","316","239",0.212,0.269,-0.05700000000000002,0.375,0.502,-0.127,0.281,0.355,-0.07399999999999995,"3.58","5.48","-1.903"
"Richards, Trevor","670950","2023","315","173",0.228,0.201,0.026999999999999996,0.424,0.368,0.055999999999999994,0.318,0.292,0.026000000000000023,"4.95","3.55","1.404"
"Wilson, Bryse","669060","2023","314","229",0.211,0.246,-0.035,0.377,0.407,-0.02999999999999997,0.281,0.308,-0.02699999999999997,"2.58","3.98","-1.397"
"Fried, Max","608331","2023","311","211",0.242,0.217,0.024999999999999994,0.343,0.316,0.027000000000000024,0.279,0.258,0.02100000000000002,"2.55","2.75","-0.201"
"Skubal, Tarik","669373","2023","310","191",0.199,0.197,0.0020000000000000018,0.298,0.29,0.008000000000000007,0.238,0.236,0.0020000000000000018,"2.80","2.30","0.501"
"Farmer, Buck","571656","2023","309","206",0.214,0.221,-0.007000000000000006,0.402,0.408,-0.00599999999999995,0.303,0.311,-0.008000000000000007,"4.20","4.07","0.13"
"Rogers, Tyler","643511","2023","309","225",0.236,0.22,0.015999999999999986,0.368,0.307,0.061,0.284,0.257,0.02699999999999997,"3.04","2.73","0.311"
"Brash, Matt","666374","2023","308","166",0.242,0.21,0.032,0.323,0.305,0.018000000000000016,0.292,0.28,0.011999999999999955,"3.06","3.25","-0.193"
"Scott, Tanner","656945","2023","307","175",0.191,0.205,-0.013999999999999985,0.264,0.274,-0.010000000000000009,0.236,0.246,-0.010000000000000009,"2.31","2.50","-0.192"
"Whitlock, Garrett","676477","2023","304","216",0.288,0.273,0.014999999999999958,0.502,0.46,0.04199999999999998,0.35,0.328,0.021999999999999964,"5.15","4.58","0.569"
"Hoeing, Bryan","663773","2023","304","224",0.259,0.271,-0.01200000000000001,0.504,0.488,0.016000000000000014,0.347,0.35,-0.0030000000000000027,"5.48","5.30","0.176"
"Bickford, Phil","641360","2023","304","185",0.23,0.241,-0.010999999999999982,0.393,0.425,-0.03199999999999997,0.319,0.335,-0.016000000000000014,"4.95","4.80","0.146"
"Boyd, Matthew","571510","2023","303","203",0.25,0.244,0.006000000000000005,0.424,0.419,0.0050000000000000044,0.322,0.317,0.0050000000000000044,"5.45","4.24","1.211"
"Merryweather, Julian","657240","2023","303","168",0.219,0.211,0.008000000000000007,0.332,0.349,-0.01699999999999996,0.291,0.298,-0.007000000000000006,"3.38","3.71","-0.335"
"Grove, Michael","675627","2023","302","207",0.296,0.273,0.022999999999999965,0.5,0.465,0.034999999999999976,0.363,0.341,0.021999999999999964,"6.13","5.00","1.13"
"Contreras, Roansy","672710","2023","302","214",0.282,0.279,0.002999999999999947,0.466,0.452,0.014000000000000012,0.357,0.355,0.0020000000000000018,"6.58","5.48","1.105"
"Pallante, Andre","669467","2023","302","226",0.286,0.26,0.025999999999999968,0.414,0.358,0.055999999999999994,0.341,0.314,0.027000000000000024,"4.76","4.16","0.605"
"Clase, Emmanuel","661403","2023","302","221",0.242,0.234,0.00799999999999998,0.327,0.353,-0.025999999999999968,0.265,0.272,-0.007000000000000006,"3.22","3.06","0.16"
"Hernández, Carlos","672578","2023","301","191",0.233,0.252,-0.01899999999999999,0.425,0.435,-0.010000000000000009,0.319,0.332,-0.013000000000000012,"5.27","4.70","0.571"
"McGough, Scott","543518","2023","301","183",0.226,0.238,-0.011999999999999983,0.44,0.409,0.031000000000000028,0.318,0.317,0.0010000000000000009,"4.74","4.24","0.495"
"Barlow, Scott","605130","2023","299","181",0.242,0.236,0.006000000000000005,0.337,0.34,-0.0030000000000000027,0.299,0.3,-0.0010000000000000009,"4.37","3.77","0.598"
"Morgan, Eli","669212","2023","299","199",0.267,0.244,0.02300000000000002,0.414,0.402,0.011999999999999955,0.322,0.307,0.015000000000000013,"4.01","3.96","0.05"
"Montero, Rafael","606160","2023","298","187",0.279,0.246,0.03300000000000003,0.479,0.425,0.05399999999999999,0.359,0.329,0.02999999999999997,"5.08","4.61","0.469"
"Stephan, Trevor","663986","2023","294","188",0.245,0.242,0.0030000000000000027,0.389,0.411,-0.021999999999999964,0.311,0.327,-0.016000000000000014,"4.06","4.55","-0.487"
"Cuas, Jose","621016","2023","292","179",0.253,0.256,-0.0030000000000000027,0.406,0.448,-0.04199999999999998,0.339,0.354,-0.014999999999999958,"4.00","5.44","-1.445"
"Suter, Brent","608718","2023","292","209",0.249,0.23,0.01899999999999999,0.341,0.316,0.025000000000000022,0.294,0.279,0.014999999999999958,"3.38","3.23","0.145"
"Santos, Gregory","666619","2023","289","201",0.258,0.245,0.013000000000000012,0.318,0.314,0.0040000000000000036,0.283,0.276,0.006999999999999951,"3.39","3.16","0.232"
"Finnegan, Kyle","640448","2023","288","200",0.254,0.265,-0.01100000000000001,0.423,0.444,-0.02100000000000002,0.32,0.333,-0.013000000000000012,"3.76","4.73","-0.966"
"Lange, Alex","656638","2023","288","157",0.185,0.206,-0.02099999999999999,0.315,0.311,0.0040000000000000036,0.294,0.305,-0.01100000000000001,"3.68","3.90","-0.218"
"Teheran, Julio","527054","2023","288","221",0.254,0.271,-0.017000000000000015,0.466,0.471,-0.004999999999999949,0.324,0.339,-0.015000000000000013,"4.39","4.93","-0.535"
"Abreu, Bryan","650556","2023","287","153",0.177,0.194,-0.017000000000000015,0.286,0.336,-0.050000000000000044,0.255,0.279,-0.02400000000000002,"1.75","3.23","-1.48"
"Payamps, Joel","606303","2023","287","187",0.219,0.227,-0.008000000000000007,0.342,0.345,-0.002999999999999947,0.272,0.279,-0.007000000000000006,"2.55","3.23","-0.683"
"Thompson, Zack","668868","2023","287","188",0.27,0.257,0.013000000000000012,0.422,0.419,0.0030000000000000027,0.329,0.329,0,"4.48","4.61","-0.133"
"Rodón, Carlos","607074","2023","286","189",0.261,0.253,0.008000000000000007,0.498,0.471,0.027000000000000024,0.357,0.351,0.006000000000000005,"6.86","5.34","1.515"
"Díaz, Alexis","664747","2023","286","154",0.186,0.192,-0.006000000000000005,0.28,0.289,-0.008999999999999952,0.279,0.286,-0.006999999999999951,"3.07","3.40","-0.326"
"Hicks, Jordan","663855","2023","285","168",0.231,0.21,0.02100000000000002,0.332,0.309,0.02300000000000002,0.296,0.283,0.013000000000000012,"3.29","3.33","-0.041"
"Harris, Hogan","663687","2023","284","196",0.269,0.257,0.01200000000000001,0.47,0.461,0.008999999999999952,0.352,0.345,0.007000000000000006,"7.14","5.13","2.013"
"Varland, Louie","686973","2023","283","194",0.252,0.248,0.0040000000000000036,0.492,0.469,0.02300000000000002,0.335,0.328,0.007000000000000006,"4.63","4.58","0.052"
"Cano, Yennier","666974","2023","283","202",0.226,0.248,-0.021999999999999992,0.331,0.356,-0.024999999999999967,0.261,0.281,-0.020000000000000018,"2.11","3.28","-1.174"
"Graveman, Kendall","608665","2023","282","174",0.214,0.234,-0.020000000000000018,0.37,0.382,-0.01200000000000001,0.312,0.328,-0.016000000000000014,"3.12","4.58","-1.459"
"García, Yimi","554340","2023","282","182",0.261,0.236,0.025000000000000022,0.405,0.364,0.041000000000000036,0.312,0.289,0.02300000000000002,"4.09","3.48","0.611"
"Doval, Camilo","666808","2023","281","160",0.209,0.203,0.005999999999999978,0.287,0.303,-0.016000000000000014,0.262,0.265,-0.0030000000000000027,"2.93","2.91","0.016"
"Estévez, Carlos","608032","2023","281","167",0.254,0.234,0.01999999999999999,0.381,0.381,0,0.32,0.311,0.009000000000000008,"3.90","4.07","-0.172"
"Kaprielian, James","621076","2023","280","186",0.274,0.245,0.029000000000000026,0.452,0.426,0.026000000000000023,0.356,0.337,0.01899999999999996,"6.34","4.86","1.484"
"Topa, Justin","623437","2023","279","197",0.24,0.231,0.00899999999999998,0.327,0.32,0.007000000000000006,0.269,0.268,0.0010000000000000009,"2.61","2.97","-0.361"
"Cruz, Fernando","518585","2023","279","150",0.211,0.204,0.007000000000000006,0.366,0.362,0.0040000000000000036,0.29,0.288,0.0020000000000000018,"4.91","3.45","1.459"
"López, Reynaldo","625643","2023","278","159",0.207,0.216,-0.009000000000000008,0.336,0.383,-0.046999999999999986,0.286,0.309,-0.02300000000000002,"3.27","4.01","-0.737"
"Kimbrel, Craig","518886","2023","278","152",0.181,0.192,-0.01100000000000001,0.337,0.338,-0.0010000000000000009,0.269,0.281,-0.01200000000000001,"3.26","3.28","-0.019"
"Bednar, David","670280","2023","277","173",0.215,0.196,0.01899999999999999,0.316,0.319,-0.0030000000000000027,0.259,0.262,-0.0030000000000000027,"2.00","2.84","-0.835"
"Johnson, Pierce","572955","2023","277","157",0.257,0.235,0.02200000000000002,0.437,0.378,0.059,0.335,0.305,0.030000000000000027,"4.02","3.90","0.121"
"Kelly, Kevin","687330","2023","276","195",0.211,0.233,-0.02200000000000002,0.307,0.331,-0.02400000000000002,0.264,0.282,-0.01799999999999996,"3.09","3.30","-0.21"
"Foley, Jason","671345","2023","276","205",0.251,0.263,-0.01200000000000001,0.34,0.382,-0.04199999999999998,0.275,0.299,-0.023999999999999966,"2.61","3.74","-1.131"
"Urquidy, José","664353","2023","275","203",0.263,0.259,0.0040000000000000036,0.453,0.425,0.028000000000000025,0.34,0.332,0.008000000000000007,"5.29","4.70","0.586"
"Liberatore, Matthew","669461","2023","275","199",0.274,0.289,-0.014999999999999958,0.444,0.484,-0.03999999999999998,0.341,0.369,-0.02799999999999997,"5.25","6.00","-0.746"
"Jax, Griffin","643377","2023","274","183",0.232,0.213,0.019000000000000017,0.344,0.31,0.033999999999999975,0.283,0.263,0.019999999999999962,"3.86","2.86","0.997"
"Maton, Phil","664208","2023","274","166",0.207,0.192,0.014999999999999986,0.333,0.324,0.009000000000000008,0.284,0.275,0.008999999999999952,"3.00","3.14","-0.14"
"Ramírez, Erasmo","541640","2023","274","214",0.328,0.292,0.03600000000000003,0.52,0.493,0.027000000000000024,0.372,0.351,0.02100000000000002,"6.41","5.34","1.074"
"Pagán, Emilio","641941","2023","273","186",0.181,0.221,-0.04000000000000001,0.306,0.402,-0.09600000000000003,0.241,0.296,-0.05499999999999999,"2.99","3.66","-0.674"
"Baumann, Mike","657508","2023","273","177",0.221,0.259,-0.038000000000000006,0.37,0.458,-0.08800000000000002,0.303,0.352,-0.04899999999999999,"3.76","5.37","-1.612"
"Neris, Hector","593576","2023","273","161",0.174,0.196,-0.02200000000000002,0.292,0.33,-0.038000000000000034,0.259,0.283,-0.023999999999999966,"1.71","3.33","-1.618"
"Ferguson, Caleb","657571","2023","270","169",0.269,0.249,0.020000000000000018,0.366,0.335,0.030999999999999972,0.321,0.303,0.018000000000000016,"3.43","3.85","-0.419"
"Leiter Jr., Mark","643410","2023","269","160",0.206,0.227,-0.02100000000000002,0.365,0.38,-0.015000000000000013,0.293,0.311,-0.018000000000000016,"3.50","4.07","-0.573"
"Robertson, David","502085","2023","269","163",0.221,0.206,0.015000000000000013,0.354,0.349,0.0050000000000000044,0.289,0.28,0.008999999999999952,"3.03","3.25","-0.219"
"Castro, Miguel","612434","2023","268","180",0.213,0.233,-0.020000000000000018,0.36,0.38,-0.020000000000000018,0.286,0.302,-0.016000000000000014,"4.31","3.82","0.494"
"Pressly, Ryan","519151","2023","268","177",0.22,0.239,-0.01899999999999999,0.358,0.403,-0.04500000000000004,0.269,0.294,-0.024999999999999967,"3.58","3.61","-0.028"
"Abreu, Albert","656061","2023","268","165",0.231,0.225,0.006000000000000005,0.404,0.394,0.010000000000000009,0.332,0.329,0.0030000000000000027,"4.73","4.61","0.119"
"VerHagen, Drew","572403","2023","268","173",0.226,0.223,0.0030000000000000027,0.396,0.381,0.015000000000000013,0.314,0.309,0.0050000000000000044,"3.98","4.01","-0.026"
"McHugh, Collin","543521","2023","268","194",0.293,0.291,0.0020000000000000018,0.397,0.435,-0.03799999999999998,0.335,0.348,-0.012999999999999956,"4.29","5.23","-0.935"
"Moll, Sam","594580","2023","268","163",0.206,0.201,0.004999999999999977,0.289,0.282,0.007000000000000006,0.265,0.262,0.0030000000000000027,"3.03","2.84","0.192"
"Bummer, Aaron","607481","2023","267","148",0.236,0.218,0.017999999999999988,0.347,0.303,0.043999999999999984,0.313,0.293,0.020000000000000018,"6.79","3.58","3.209"
"Cisnero, José","542585","2023","267","166",0.27,0.25,0.020000000000000018,0.446,0.425,0.02100000000000002,0.344,0.33,0.013999999999999957,"5.31","4.64","0.669"
"García, Luis","472610","2023","267","184",0.252,0.255,-0.0030000000000000027,0.372,0.357,0.015000000000000013,0.313,0.311,0.0020000000000000018,"4.07","4.07","0.003"
"Clarke, Taylor","664199","2023","266","173",0.303,0.251,0.05199999999999999,0.513,0.468,0.044999999999999984,0.376,0.344,0.03200000000000003,"5.95","5.10","0.849"
"López, Jorge","605347","2023","266","187",0.29,0.284,0.006000000000000005,0.511,0.455,0.055999999999999994,0.37,0.353,0.017000000000000015,"5.95","5.41","0.539"
"Cortes, Nestor","641482","2023","266","176",0.244,0.216,0.027999999999999997,0.442,0.39,0.05199999999999999,0.323,0.296,0.027000000000000024,"4.97","3.66","1.314"
"Walker, Ryan","676254","2023","263","159",0.262,0.21,0.05200000000000002,0.421,0.314,0.10699999999999998,0.328,0.272,0.055999999999999994,"3.23","3.06","0.168"
"De Los Santos, Enyel","660853","2023","262","171",0.216,0.241,-0.024999999999999994,0.332,0.39,-0.057999999999999996,0.282,0.315,-0.03300000000000003,"3.29","4.18","-0.891"
"Swanson, Erik","657024","2023","262","166",0.217,0.199,0.017999999999999988,0.358,0.356,0.0020000000000000018,0.28,0.271,0.009000000000000008,"2.97","3.04","-0.07"
"Holmes, Clay","605280","2023","262","165",0.218,0.209,0.009000000000000008,0.291,0.285,0.006000000000000005,0.265,0.261,0.0040000000000000036,"2.86","2.82","0.037"
"Faedo, Alex","656412","2023","262","183",0.2,0.226,-0.025999999999999995,0.404,0.414,-0.009999999999999953,0.287,0.302,-0.015000000000000013,"4.45","3.82","0.634"
"Gott, Trevor","641627","2023","261","176",0.267,0.241,0.026000000000000023,0.381,0.352,0.029000000000000026,0.309,0.288,0.02100000000000002,"4.19","3.45","0.74"
"Ottavino, Adam","493603","2023","261","162",0.208,0.211,-0.0030000000000000027,0.339,0.325,0.014000000000000012,0.294,0.291,0.0030000000000000027,"3.21","3.53","-0.319"
"Minter, A.J.","621345","2023","260","157",0.236,0.218,0.017999999999999988,0.354,0.359,-0.0050000000000000044,0.283,0.282,0.0010000000000000009,"3.76","3.30","0.458"
"Sims, Lucas","608371","2023","258","137",0.163,0.177,-0.013999999999999985,0.302,0.33,-0.028000000000000025,0.287,0.302,-0.015000000000000013,"3.10","3.82","-0.722"
"Graterol, Brusdar","660813","2023","257","194",0.221,0.245,-0.023999999999999994,0.296,0.331,-0.03500000000000003,0.245,0.271,-0.026000000000000023,"1.20","3.04","-1.837"
"Brazoban, Huascar","623211","2023","257","157",0.243,0.213,0.03,0.349,0.33,0.01899999999999996,0.308,0.293,0.015000000000000013,"4.14","3.58","0.562"
"Kluber, Corey","446372","2023","257","190",0.297,0.273,0.023999999999999966,0.603,0.544,0.05899999999999994,0.407,0.377,0.02999999999999997,"7.04","6.32","0.716"
"Weathers, Ryan","677960","2023","257","184",0.305,0.249,0.055999999999999994,0.543,0.423,0.12000000000000005,0.393,0.332,0.061,"6.55","4.70","1.855"
"Jackson, Andre","656578","2023","257","176",0.225,0.27,-0.04500000000000001,0.424,0.476,-0.05199999999999999,0.31,0.352,-0.04199999999999998,"4.99","5.37","-0.381"
"Banks, Tanner","621383","2023","255","184",0.254,0.252,0.0020000000000000018,0.474,0.446,0.02799999999999997,0.331,0.322,0.009000000000000008,"4.43","4.39","0.036"
"Ginkel, Kevin","656464","2023","255","159",0.181,0.201,-0.020000000000000018,0.288,0.337,-0.049000000000000044,0.246,0.274,-0.028000000000000025,"2.48","3.11","-0.63"
"Duran, Jhoan","661395","2023","255","142",0.207,0.185,0.021999999999999992,0.324,0.289,0.03500000000000003,0.271,0.251,0.020000000000000018,"2.46","2.60","-0.145"
"Yates, Kirby","489446","2023","254","132",0.167,0.205,-0.03799999999999998,0.314,0.388,-0.07400000000000001,0.282,0.326,-0.04400000000000004,"3.28","4.51","-1.228"
"Alzolay, Adbert","640470","2023","253","168",0.225,0.244,-0.01899999999999999,0.333,0.372,-0.03899999999999998,0.269,0.294,-0.024999999999999967,"2.67","3.61","-0.938"
"Englert, Mason","669438","2023","253","193",0.291,0.31,-0.019000000000000017,0.526,0.532,-0.006000000000000005,0.368,0.383,-0.015000000000000013,"5.46","6.56","-1.096"
"Woodruff, Brandon","605540","2023","253","161",0.172,0.207,-0.035,0.322,0.326,-0.0040000000000000036,0.241,0.261,-0.020000000000000018,"2.28","2.82","-0.536"
"Milner, Hoby","571948","2023","252","178",0.209,0.217,-0.008000000000000007,0.319,0.345,-0.025999999999999968,0.251,0.267,-0.016000000000000014,"1.82","2.95","-1.131"
"Peguero, Elvis","665625","2023","252","168",0.222,0.238,-0.015999999999999986,0.303,0.343,-0.040000000000000036,0.28,0.301,-0.020999999999999963,"3.38","3.79","-0.415"
"Erceg, Lucas","668674","2023","251","141",0.245,0.208,0.037000000000000005,0.356,0.301,0.05499999999999999,0.328,0.297,0.031000000000000028,"4.75","3.69","1.055"
"Soto, Gregory","642397","2023","250","161",0.21,0.199,0.010999999999999982,0.335,0.307,0.028000000000000025,0.274,0.26,0.014000000000000012,"4.62","2.79","1.834"
"Burke, Brock","656271","2023","250","187",0.271,0.271,0,0.47,0.454,0.01599999999999996,0.322,0.317,0.0050000000000000044,"4.37","4.24","0.134"
"Chapman, Aroldis","547973","2023","249","109",0.175,0.171,0.003999999999999976,0.261,0.277,-0.016000000000000014,0.258,0.261,-0.0030000000000000027,"3.09","2.82","0.266"
"Sewald, Paul","623149","2023","249","144",0.208,0.189,0.01899999999999999,0.353,0.31,0.04299999999999998,0.281,0.258,0.02300000000000002,"3.12","2.75","0.365"
"Floro, Dylan","571670","2023","248","170",0.308,0.254,0.05399999999999999,0.41,0.335,0.07499999999999996,0.335,0.284,0.051000000000000045,"4.76","3.35","1.415"
"Romano, Jordan","605447","2023","248","150",0.218,0.214,0.0040000000000000036,0.35,0.352,-0.0020000000000000018,0.281,0.28,0.0010000000000000009,"2.90","3.25","-0.352"
"Sheehan, Emmet","686218","2023","248","157",0.21,0.186,0.023999999999999994,0.416,0.38,0.035999999999999976,0.307,0.29,0.017000000000000015,"4.92","3.50","1.423"
"Pérez, Cionel","672335","2023","247","172",0.264,0.242,0.02200000000000002,0.34,0.333,0.007000000000000006,0.311,0.301,0.010000000000000009,"3.54","3.79","-0.246"
"Okert, Steven","595345","2023","247","148",0.229,0.218,0.01100000000000001,0.427,0.393,0.033999999999999975,0.319,0.304,0.015000000000000013,"4.45","3.87","0.579"
"Poche, Colin","621363","2023","246","160",0.194,0.19,0.0040000000000000036,0.306,0.289,0.017000000000000015,0.258,0.253,0.0050000000000000044,"2.23","2.65","-0.425"
"Smith, Drew","622098","2023","244","150",0.24,0.224,0.015999999999999986,0.442,0.395,0.046999999999999986,0.341,0.322,0.019000000000000017,"4.15","4.39","-0.236"
"Diekman, Jake","518617","2023","243","140",0.183,0.199,-0.016000000000000014,0.267,0.283,-0.01599999999999996,0.271,0.284,-0.012999999999999956,"3.33","3.35","-0.015"
"Puk, A.J.","640462","2023","242","149",0.241,0.21,0.031,0.42,0.37,0.04999999999999999,0.3,0.272,0.02799999999999997,"3.97","3.06","0.911"
"Martínez, Adrián","661309","2023","241","170",0.278,0.28,-0.0020000000000000018,0.448,0.453,-0.0050000000000000044,0.341,0.352,-0.010999999999999954,"4.75","5.37","-0.625"
"Thompson, Mason","666168","2023","240","170",0.294,0.258,0.035999999999999976,0.417,0.399,0.01799999999999996,0.345,0.33,0.014999999999999958,"5.50","4.64","0.86"
"Adon, Joan","672851","2023","240","165",0.284,0.278,0.00599999999999995,0.483,0.48,0.0030000000000000027,0.361,0.358,0.0030000000000000027,"6.45","5.59","0.855"
"Law, Derek","571882","2023","240","166",0.239,0.265,-0.026000000000000023,0.364,0.394,-0.030000000000000027,0.311,0.334,-0.02300000000000002,"3.60","4.77","-1.17"
"Holderman, Colin","670059","2023","240","160",0.256,0.234,0.021999999999999992,0.363,0.364,-0.0010000000000000009,0.299,0.294,0.0050000000000000044,"3.86","3.61","0.247"
"Hamilton, Ian","641656","2023","239","141",0.215,0.22,-0.0050000000000000044,0.297,0.322,-0.025000000000000022,0.275,0.29,-0.014999999999999958,"2.64","3.50","-0.862"
"Nelson, Kyle","669459","2023","239","157",0.267,0.233,0.034,0.484,0.414,0.07,0.339,0.299,0.040000000000000036,"4.18","3.74","0.439"
"Sandlin, Nick","680704","2023","239","147",0.182,0.215,-0.033,0.388,0.406,-0.018000000000000016,0.284,0.306,-0.02200000000000002,"3.75","3.93","-0.18"
"Cabrera, Génesis","650893","2023","239","155",0.232,0.232,0,0.408,0.42,-0.01200000000000001,0.311,0.315,-0.0040000000000000036,"4.04","4.18","-0.138"
"Brasier, Ryan","518489","2023","239","160",0.197,0.231,-0.034,0.282,0.347,-0.065,0.248,0.292,-0.043999999999999984,"3.02","3.55","-0.533"
"Moreta, Dauri","664294","2023","239","136",0.187,0.188,-0.0010000000000000009,0.33,0.334,-0.0040000000000000036,0.267,0.27,-0.0030000000000000027,"3.72","3.02","0.704"
"Jiménez, Joe","641729","2023","238","149",0.233,0.227,0.006000000000000005,0.42,0.414,0.006000000000000005,0.302,0.3,0.0020000000000000018,"3.04","3.77","-0.734"
"Fulmer, Michael","605242","2023","237","142",0.235,0.239,-0.0040000000000000036,0.402,0.372,0.030000000000000027,0.32,0.319,0.0010000000000000009,"4.42","4.30","0.121"
"Bautista, Félix","642585","2023","237","99",0.144,0.142,0.0020000000000000018,0.215,0.236,-0.02099999999999999,0.218,0.224,-0.006000000000000005,"1.48","2.08","-0.605"
"Nardi, Andrew","677053","2023","237","139",0.213,0.19,0.022999999999999993,0.365,0.304,0.061,0.289,0.259,0.02999999999999997,"2.67","2.77","-0.101"
"Raley, Brooks","548384","2023","236","144",0.217,0.212,0.0050000000000000044,0.33,0.321,0.009000000000000008,0.289,0.284,0.0050000000000000044,"2.80","3.35","-0.551"
"Hand, Brad","543272","2023","236","150",0.27,0.257,0.013000000000000012,0.46,0.401,0.059,0.344,0.329,0.014999999999999958,"5.53","4.61","0.924"
"Davidson, Tucker","656353","2023","236","166",0.306,0.29,0.016000000000000014,0.478,0.444,0.033999999999999975,0.364,0.346,0.018000000000000016,"5.96","5.16","0.801"
"Bido, Osvaldo","674370","2023","236","159",0.27,0.275,-0.0050000000000000044,0.377,0.381,-0.0040000000000000036,0.326,0.333,-0.007000000000000006,"5.86","4.73","1.132"
"Young, Alex","622065","2023","236","165",0.248,0.248,0,0.435,0.393,0.04199999999999998,0.324,0.311,0.013000000000000012,"3.86","4.07","-0.213"
"Honeywell, Brent","641703","2023","235","161",0.26,0.278,-0.018000000000000016,0.446,0.459,-0.013000000000000012,0.347,0.363,-0.016000000000000014,"4.82","5.77","-0.955"
"Leone, Dominic","608678","2023","235","151",0.244,0.249,-0.0050000000000000044,0.507,0.468,0.03899999999999998,0.352,0.35,0.0020000000000000018,"4.67","5.30","-0.633"
"Harvey, Hunter","640451","2023","235","153",0.203,0.224,-0.02099999999999999,0.332,0.381,-0.04899999999999999,0.252,0.283,-0.030999999999999972,"2.82","3.33","-0.511"
"Bradford, Cody","674003","2023","234","170",0.259,0.244,0.015000000000000013,0.5,0.467,0.032999999999999974,0.333,0.323,0.010000000000000009,"5.30","4.42","0.884"
"Phillips, Evan","623465","2023","234","152",0.177,0.226,-0.049000000000000016,0.302,0.353,-0.05099999999999999,0.232,0.274,-0.04200000000000001,"2.05","3.11","-1.056"
"Priester, Quinn","682990","2023","234","168",0.29,0.297,-0.007000000000000006,0.555,0.48,0.07500000000000007,0.394,0.376,0.018000000000000016,"7.74","6.28","1.46"
